event,round,name,scores
2009 J-Bay,round_3,Kelly Slater,"[0.67, 0.9, 0.43, 2.27, 3.77]"
2009 J-Bay,round_3,Damien Hobgood,"[5.0, 7.0, 6.6]"
2009 J-Bay,round_3,Bede Durbidge,"[1.67, 6.67, 0.3, 1.77, 0.27, 6.3]"
2009 J-Bay,quarter,Kai Otton,"[2.67, 2.03, 8.67, 7.5, 1.2, 3.33]"
2009 J-Bay,quarter,Dean Morrison,"[1.5, 4.83, 0.5, 1.0, 6.0]"
2009 J-Bay,quarter,Joel Parkinson,"[6.67, 7.83, 7.83, 0.2, 0.9]"
2009 J-Bay,quarter,Bobby Martinez,"[5.0, 5.83, 2.77]"
2009 J-Bay,quarter,Dane Reynolds,"[10.0, 5.0, 4.07, 8.67, 9.2]"
2009 J-Bay,quarter,Sean Holmes,"[4.17, 5.67, 2.23, 1.33, 0.3]"
2009 J-Bay,quarter,Damien Hobgood,"[3.17, 7.0, 6.83, 0.5, 7.73]"
2009 J-Bay,quarter,Taylor Knox,"[0.93, 0.6, 5.67, 2.0, 7.77, 6.53, 1.6]"
2009 J-Bay,semi,Joel Parkinson,"[10.0, 2.17, 4.83, 7.83, 1.33]"
2009 J-Bay,semi,Kai Otton,"[3.33, 1.33, 5.17, 9.8, 0.2, 0.13, 0.47, 3.77, 6.67]"
2009 J-Bay,semi,Damien Hobgood,"[7.5, 3.5, 4.07, 6.23]"
2009 J-Bay,semi,Dane Reynolds,"[2.5, 1.9, 8.0, 1.0, 5.67]"
2009 J-Bay,final,Joel Parkinson,"[9.47, 2.0, 4.67, 0.93, 6.5]"
2009 J-Bay,final,Damien Hobgood,"[5.67, 0.77, 6.27]"
2009 Trestles,round_1,Mikael Picon,"[3.67, 2.5, 6.5, 0.43, 7.17, 0.9]"
2009 Trestles,round_1,Ben Dunn,"[5.67, 2.5, 3.07, 4.0, 0.93]"
2009 Trestles,round_1,Tom Whitaker,"[4.67, 4.83, 3.5, 0.33, 2.1]"
2009 Trestles,round_1,Damien Hobgood,"[4.0, 2.17, 0.67, 2.87, 0.87, 0.83, 3.27]"
2009 Trestles,round_1,Dustin Barca,"[3.0, 0.9, 3.8]"
2009 Trestles,round_1,Drew Courtney,"[0.37, 0.5, 3.3, 2.13, 0.9]"
2009 Trestles,round_1,David Weare,"[2.83, 0.77, 0.6, 3.6, 5.83, 2.6]"
2009 Trestles,round_1,Bobby Martinez,"[0.97, 4.67, 2.67, 2.8, 2.9, 3.97, 0.2, 3.93]"
2009 Trestles,round_1,Dayyan Neve,"[1.0, 1.07, 0.43, 3.93, 3.17, 0.67, 1.9, 1.4]"
2009 Trestles,round_1,Mick Fanning,"[6.17, 6.83, 8.0, 5.33, 2.57, 6.67, 1.07]"
2009 Trestles,round_1,Chris Ward,"[3.83, 0.67, 1.13, 3.0, 1.07, 2.6, 4.93]"
2009 Trestles,round_1,Nic Muscroft,"[0.37, 0.33, 2.0, 3.43, 1.87]"
2009 Trestles,round_1,Bede Durbidge,"[3.0, 0.77, 8.17, 2.93, 2.2, 1.73, 7.17]"
2009 Trestles,round_1,Tim Reyes,"[4.67, 3.97, 5.17, 0.5, 1.77, 5.83]"
2009 Trestles,round_1,Luke Stedman,"[0.67, 4.0, 3.97, 1.77]"
2009 Trestles,round_1,Dane Reynolds,"[0.6, 5.33, 7.17, 0.43, 2.67, 7.67, 1.23]"
2009 Trestles,round_1,Phillip MacDonald,"[3.5, 1.57, 2.67, 6.0, 1.7, 4.83, 0.37, 3.73, 5.47]"
2009 Trestles,round_1,Adriano de Souza,"[0.63, 0.9, 1.07, 2.93, 2.07, 2.1, 2.4, 3.23, 2.43]"
2009 Trestles,round_1,Kekoa Bacalso,"[0.43, 7.5, 3.83, 4.4, 3.83]"
2009 Trestles,round_1,Marlon Lipke,"[5.33, 6.33, 1.33, 0.87, 4.33, 1.1, 0.57, 0.3, 4.8]"
2009 Trestles,round_1,C.J. Hobgood,"[1.5, 2.33, 6.17, 2.6, 1.4, 1.53, 4.1]"
2009 Trestles,round_1,Kai Otton,"[4.83, 0.47, 7.1, 5.73, 3.27, 0.73]"
2009 Trestles,round_1,Joel Parkinson,"[6.33, 0.5, 2.0, 2.13, 3.13, 1.6, 0.3, 3.5]"
2009 Trestles,round_1,Kai Barger,"[6.83, 1.0, 0.93]"
2009 Trestles,round_1,Kelly Slater,"[9.0, 9.5, 1.4, 0.8, 1.67, 7.03, 2.83, 0.5]"
2009 Trestles,round_1,Adrian Buchan,"[3.5, 0.77, 3.0, 6.67, 0.6, 7.33, 0.67, 0.57, 2.17, 3.9]"
2009 Trestles,round_1,Rob Machado,"[1.67, 1.37, 4.0, 5.67, 3.17, 2.67]"
2009 Trestles,round_1,Brett Simpson,"[2.33, 6.67, 0.67, 1.67, 3.33, 4.37, 7.17, 7.07]"
2009 Trestles,round_1,Taj Burrow,"[4.0, 2.83, 5.67, 5.67, 1.73, 3.47, 0.57]"
2009 Trestles,round_1,Dean Morrison,"[7.17, 0.93]"
2009 Trestles,round_1,Chris Davidson,"[2.0, 0.93, 1.83, 5.0, 6.13, 2.87, 3.27, 0.6, 2.17, 7.83]"
2009 Trestles,round_1,Tiago Pires,"[1.5, 5.67, 6.5, 4.17, 7.0, 1.0, 6.77]"
2009 Trestles,round_1,Taylor Knox,"[1.63, 3.17, 0.43, 0.67, 5.03, 4.83, 6.73, 4.17, 1.5]"
2009 Trestles,round_1,Michel Bourez,"[7.0, 7.17, 1.17, 8.5]"
2009 Trestles,round_1,Jordy Smith,"[3.0, 6.87, 8.0, 5.67, 3.17, 1.47, 2.67]"
2009 Trestles,round_1,Greg Emslie,"[0.5, 3.73, 3.67, 4.07, 7.07, 1.83]"
2009 Trestles,round_1,Freddy Patacchia Jr.,"[4.0, 3.87, 3.43, 4.2, 7.77]"
2009 Trestles,round_1,Josh Kerr,"[3.0, 2.43, 8.33, 2.87, 2.73]"
2009 Trestles,round_1,Jihad Khodr,"[2.83, 2.67, 0.37, 0.47, 2.87, 0.53, 1.7, 3.03, 5.83]"
2009 Trestles,round_1,Jeremy Flores,"[0.2, 5.83, 5.23, 0.83, 0.6, 1.47, 0.27, 0.2, 4.3, 6.83]"
2009 Trestles,round_1,Aritz Aranburu,"[0.67, 4.33, 5.0, 6.27, 1.23, 0.5, 0.9, 5.2]"
2009 Trestles,round_1,Jay Thompson,"[3.83, 2.67, 4.5, 2.0, 0.5, 4.37, 2.8]"
2009 Trestles,round_1,Tim Boal,"[5.17, 7.33, 6.77, 3.73, 2.43, 3.9]"
2009 Trestles,round_1,Nathaniel Curran,"[6.33, 2.77, 5.67, 4.77, 0.57, 6.5, 0.37, 0.37, 2.0, 3.07]"
2009 Trestles,round_1,Mick Campbell,"[3.33, 2.17, 3.83]"
2009 Trestles,round_1,Heitor Alves,"[1.33, 0.43, 6.67, 1.13, 7.9, 2.73]"
2009 Trestles,round_1,Kieren Perrow,"[6.17, 3.1, 4.83, 5.27, 4.13]"
2009 Trestles,round_1,Roy Powers,[4.17]
2009 Trestles,round_2,Joel Parkinson,"[5.83, 6.33]"
2009 Trestles,round_2,Kai Barger,"[0.23, 4.0, 1.37, 5.93, 3.63]"
2009 Trestles,round_2,Rob Machado,"[4.83, 7.83, 4.93, 0.83, 6.6, 7.33, 4.53]"
2009 Trestles,round_2,Taj Burrow,"[6.67, 4.67, 8.33, 1.07, 2.73, 3.23]"
2009 Trestles,round_2,C.J. Hobgood,"[7.17, 1.5, 5.23, 8.67, 1.73]"
2009 Trestles,round_2,Marlon Lipke,"[5.0, 6.33, 2.83, 2.23, 1.3]"
2009 Trestles,round_2,Adriano de Souza,"[1.5, 5.0, 6.5, 7.5, 1.0, 2.73, 6.9]"
2009 Trestles,round_2,Phillip MacDonald,"[0.5, 3.93, 0.37, 4.6]"
2009 Trestles,round_2,Luke Stedman,"[5.83, 2.0, 6.87, 4.33]"
2009 Trestles,round_2,Bobby Martinez,"[1.0, 4.17, 6.83, 3.33]"
2009 Trestles,round_2,Nic Muscroft,"[5.67, 2.5, 7.67, 1.37]"
2009 Trestles,round_2,Tom Whitaker,"[5.33, 6.83, 1.93]"
2009 Trestles,round_2,Taylor Knox,"[7.83, 3.83, 1.0, 1.17, 2.9, 4.27, 3.57, 5.1]"
2009 Trestles,round_2,Drew Courtney,"[6.83, 1.87, 1.0, 1.17, 4.2, 0.37, 4.63, 6.0]"
2009 Trestles,round_2,Tiago Pires,"[3.17, 4.5, 7.83, 5.67, 3.57, 1.9, 3.07, 3.17]"
2009 Trestles,round_2,Jordy Smith,"[3.9, 7.17, 1.0, 4.33, 4.0, 6.07, 4.27]"
2009 Trestles,round_2,Greg Emslie,[]
2009 Trestles,round_2,Mick Campbell,[]
2009 Trestles,round_2,Kieren Perrow,"[3.5, 4.23, 3.7, 7.33, 4.13]"
2009 Trestles,round_2,Jihad Khodr,"[3.9, 1.0, 5.0, 0.5, 3.27, 3.13]"
2009 Trestles,round_2,Adrian Buchan,"[6.33, 4.17, 3.9, 1.87, 7.17]"
2009 Trestles,round_2,Aritz Aranburu,"[5.33, 4.5, 2.0, 4.03, 6.27, 2.3]"
2009 Trestles,round_2,Dean Morrison,"[4.67, 4.17, 5.83]"
2009 Trestles,round_2,Nathaniel Curran,"[0.93, 1.03, 4.43, 4.5, 3.63]"
2009 Trestles,round_2,Roy Powers,"[3.5, 6.33, 5.8, 5.33]"
2009 Trestles,round_2,Tim Reyes,"[5.67, 0.5, 5.9, 0.37, 0.63, 5.1, 0.53, 1.4, 3.17, 1.97]"
2009 Trestles,round_2,Jay Thompson,"[3.83, 6.83, 6.17, 0.37, 0.93, 8.33, 7.93]"
2009 Trestles,round_2,Chris Ward,"[1.5, 0.4, 3.73, 4.83, 2.17, 1.57, 6.53, 1.17]"
2009 Trestles,round_2,Josh Kerr,"[2.33, 6.17, 9.5, 0.43, 7.67, 1.8]"
2009 Trestles,round_2,Dayyan Neve,"[2.57, 6.83, 8.4, 1.33, 0.37, 2.5]"
2009 Trestles,round_2,Ben Dunn,"[4.83, 2.67, 3.4]"
2009 Trestles,round_2,Dustin Barca,"[3.17, 4.5]"
2009 Trestles,round_3,Bede Durbidge,"[3.5, 0.73, 5.67, 2.27]"
2009 Trestles,round_3,David Weare,"[5.5, 7.33, 1.0, 0.5, 5.0]"
2009 Trestles,round_3,Kai Otton,"[0.73, 4.33, 3.87, 7.67, 0.53, 9.0, 3.33]"
2009 Trestles,round_3,Jay Thompson,"[2.0, 2.93, 2.67, 6.67, 1.0, 6.83, 2.4, 0.73]"
2009 Trestles,round_3,Josh Kerr,"[1.23, 0.33, 7.0]"
2009 Trestles,round_3,Adrian Buchan,"[4.33, 3.17, 3.43]"
2009 Trestles,round_3,Adriano de Souza,"[6.67, 8.4, 4.5, 5.5]"
2009 Trestles,round_3,Nic Muscroft,"[0.37, 5.5, 6.53, 4.23, 5.73]"
2009 Trestles,round_3,Taylor Knox,"[1.0, 2.6, 4.17, 6.0, 0.5, 7.17, 0.97]"
2009 Trestles,round_3,Greg Emslie,"[6.0, 1.5, 1.07, 3.77, 2.03]"
2009 Trestles,round_3,Roy Powers,"[3.33, 5.83, 3.77, 0.5, 1.13, 0.3, 7.23]"
2009 Trestles,round_3,Freddy Patacchia Jr.,"[1.5, 1.67, 7.0, 5.0, 4.0]"
2009 Trestles,round_3,Dane Reynolds,"[1.0, 5.0, 3.67, 0.97, 8.33]"
2009 Trestles,round_3,Ben Dunn,"[6.17, 6.77]"
2009 Trestles,round_3,Rob Machado,"[4.5, 2.0, 5.57, 0.37, 5.7, 3.0, 3.57]"
2009 Trestles,round_3,Joel Parkinson,"[5.5, 4.5, 5.23, 5.23, 4.3]"
2009 Trestles,round_3,Kelly Slater,"[5.5, 4.17, 4.83, 9.0, 1.4, 4.53, 7.83]"
2009 Trestles,round_3,Brett Simpson,"[3.33, 5.17, 4.07, 2.73, 1.33, 3.03, 0.57, 3.33]"
2009 Trestles,round_3,Kekoa Bacalso,"[5.33, 3.17, 7.17]"
2009 Trestles,round_3,Chris Davidson,"[3.0, 5.33, 1.93, 4.77, 1.93, 0.83, 5.13, 2.23]"
2009 Trestles,round_3,Damien Hobgood,"[1.0, 5.33, 0.57, 7.17, 5.47, 0.63, 7.93, 3.5]"
2009 Trestles,round_3,Tiago Pires,"[2.0, 8.23, 2.03, 2.63, 4.33, 6.5, 3.4]"
2009 Trestles,round_3,Heitor Alves,"[2.33, 2.23, 6.2, 7.0, 8.77, 0.33]"
2009 Trestles,round_3,Jeremy Flores,"[3.5, 6.33, 5.83, 8.17, 2.07, 6.33, 0.2, 2.03]"
2009 Trestles,round_3,C.J. Hobgood,"[3.5, 3.43, 0.43, 6.73, 3.03, 2.67, 5.77, 0.57, 6.77]"
2009 Trestles,round_3,Luke Stedman,"[5.83, 4.23, 0.5, 5.1, 1.77, 3.2, 1.0]"
2009 Trestles,round_3,Michel Bourez,"[1.5, 6.5, 4.17, 8.0, 5.17, 0.33, 0.37, 1.23, 8.1, 2.0]"
2009 Trestles,round_3,Dean Morrison,"[0.73, 0.9, 5.67, 0.37, 3.03, 5.93, 0.83]"
2009 Trestles,round_3,Mick Fanning,"[8.67, 7.0, 1.07, 2.4, 4.37, 8.07]"
2009 Trestles,round_3,Mikael Picon,"[4.0, 0.57, 4.0, 1.5, 5.5, 0.43, 4.83, 0.6, 3.47]"
2009 Trestles,round_3,Kieren Perrow,"[4.67, 6.67, 7.17, 1.0]"
2009 Trestles,round_3,Tim Boal,"[3.0, 0.5, 3.9, 5.67, 2.67, 7.77, 0.97]"
2009 Trestles,round_4,Bede Durbidge,"[7.0, 5.67]"
2009 Trestles,round_4,Kai Otton,"[2.33, 3.5]"
2009 Trestles,round_4,Adriano de Souza,"[7.33, 8.17]"
2009 Trestles,round_4,Josh Kerr,"[6.0, 6.0]"
2009 Trestles,round_4,Taylor Knox,"[7.17, 2.33]"
2009 Trestles,round_4,Roy Powers,[3.67]
2009 Trestles,round_4,Dane Reynolds,"[6.33, 7.27]"
2009 Trestles,round_4,Rob Machado,"[5.67, 5.27]"
2009 Trestles,round_4,Kelly Slater,"[7.33, 5.5]"
2009 Trestles,round_4,Kekoa Bacalso,"[5.17, 7.33]"
2009 Trestles,round_4,Heitor Alves,"[6.83, 7.33]"
2009 Trestles,round_4,Damien Hobgood,"[6.0, 6.27]"
2009 Trestles,round_4,Michel Bourez,"[6.5, 6.33]"
2009 Trestles,round_4,C.J. Hobgood,"[6.83, 5.13]"
2009 Trestles,round_4,Mick Fanning,"[6.0, 5.63]"
2009 Trestles,round_4,Kieren Perrow,"[5.83, 4.6]"
2009 Trestles,quarter,Bede Durbidge,"[7.33, 5.83, 5.63, 7.5, 5.23]"
2009 Trestles,quarter,Adriano de Souza,"[5.0, 7.0, 1.5, 3.93, 7.5, 2.33, 3.43, 4.03]"
2009 Trestles,quarter,Dane Reynolds,"[3.0, 1.23, 9.7, 3.07, 8.5, 1.67]"
2009 Trestles,quarter,Taylor Knox,"[8.0, 1.2, 4.5, 2.0]"
2009 Trestles,quarter,Kelly Slater,"[5.83, 0.93, 1.4, 7.17, 6.67, 3.37, 1.5]"
2009 Trestles,quarter,Heitor Alves,"[1.0, 3.0, 2.5, 4.17, 0.5, 4.0]"
2009 Trestles,quarter,Mick Fanning,"[7.67, 8.33, 3.43, 6.67, 9.17, 3.4, 8.0]"
2009 Trestles,quarter,Michel Bourez,"[0.57, 5.5, 4.33, 7.5, 5.1, 1.93]"
2009 Trestles,semi,Dane Reynolds,"[1.07, 4.5, 9.67, 6.43, 1.13, 7.1]"
2009 Trestles,semi,Bede Durbidge,"[6.5, 5.83, 3.93, 7.73, 4.03]"
2009 Trestles,semi,Mick Fanning,"[6.67, 8.33, 6.0, 1.0, 7.93, 1.5]"
2009 Trestles,semi,Kelly Slater,"[1.17, 2.33, 3.4, 1.2, 1.0, 2.0, 1.0, 0.63, 0.9, 6.57, 4.17]"
2009 Trestles,final,Mick Fanning,"[7.83, 3.83, 6.17, 8.5, 8.9]"
2009 Trestles,final,Dane Reynolds,"[5.0, 1.23, 1.1, 5.77, 7.33, 0.5]"
